ticker,capped_weight_pct,date,is_rebalancing
JPM,10.596148145420624,2024-03-15,True
V,9.69479545639132,2024-03-15,True
MA,8.599248768178565,2024-03-15,True
BAC,5.384826780470912,2024-03-15,True
WFC,3.734624201255298,2024-03-15,True
SPGI,2.6398575285865014,2024-03-15,True
AXP,2.420469787391686,2024-03-15,True
BLK,2.4165396789446887,2024-03-15,True
SCHW,2.358811936341039,2024-03-15,True
PGR,2.3173387827430423,2024-03-15,True
GS,2.2949488334357113,2024-03-15,True
C,2.1635466798289595,2024-03-15,True
MS,2.1190633673682746,2024-03-15,True
MMC,2.0398763417466976,2024-03-15,True
CB,1.8841726588244543,2024-03-15,True
BX,1.8335629643664433,2024-03-15,True
FI,1.6775247524403003,2024-03-15,True
ICE,1.6060016226050138,2024-03-15,True
CME,1.595854749337143,2024-03-15,True
USB,1.35367488542564,2024-03-15,True
AON,1.3418724130139958,2024-03-15,True
KKR,1.3403891768131715,2024-03-15,True
MCO,1.3140424734579523,2024-03-15,True
AJG,1.2743534867875632,2024-03-15,True
PNC,1.194406441646643,2024-03-15,True
PYPL,1.1407546622896685,2024-03-15,True
COF,1.0231710861271197,2024-03-15,True
TRV,1.0065675579602904,2024-03-15,True
COIN,1.0051501266604284,2024-03-15,True
TFC,0.9853532833783447,2024-03-15,True
APO,0.9833255817166046,2024-03-15,True
AFL,0.8912249816996385,2024-03-15,True
AIG,0.8695385176593903,2024-03-15,True
MSCI,0.8311447929727455,2024-03-15,True
ALL,0.827433866756898,2024-03-15,True
BK,0.8059301032821968,2024-03-15,True
MET,0.8034381040524863,2024-03-15,True
AMP,0.7982067781735205,2024-03-15,True
PRU,0.7825935839302859,2024-03-15,True
FIS,0.7398585498416641,2024-03-15,True
ACGL,0.647897010858966,2024-03-15,True
GPN,0.6276875408634577,2024-03-15,True
NDAQ,0.5998721268937264,2024-03-15,True
HIG,0.5573759607144618,2024-03-15,True
WTW,0.5495265067421742,2024-03-15,True
TROW,0.5097295963419141,2024-03-15,True
FITB,0.4840505272376547,2024-03-15,True
MTB,0.4578371821383865,2024-03-15,True
RJF,0.4360845140519278,2024-03-15,True
BRO,0.42205478756894693,2024-03-15,True
HBAN,0.39653623462156445,2024-03-15,True
CBOE,0.3961685919683083,2024-03-15,True
STT,0.391457834229945,2024-03-15,True
CINF,0.3653536974589573,2024-03-15,True
PFG,0.36392576282561334,2024-03-15,True
FDS,0.3556993156922701,2024-03-15,True
RF,0.3499007773948402,2024-03-15,True
WRB,0.3393605869921115,2024-03-15,True
KEY,0.33099289058676434,2024-03-15,True
SYF,0.316352808205735,2024-03-15,True
NTRS,0.3150165970470558,2024-03-15,True
CFG,0.2918239412272611,2024-03-15,True
L,0.2615606333907984,2024-03-15,True
JKHY,0.25530075308101546,2024-03-15,True
EG,0.2410110036544983,2024-03-15,True
GL,0.21222083157125893,2024-03-15,True
ERIE,0.20943983859726206,2024-03-15,True
AIZ,0.1833176625107037,2024-03-15,True
BEN,0.1740919324994775,2024-03-15,True
MKTX,0.1546049734166156,2024-03-15,True
IVZ,0.11410409029340149,2024-03-15,True
BRK.B,,2024-03-15,True
JPM,10.613057019630359,2024-06-21,True
V,9.242713739477376,2024-06-21,True
MA,7.958462552375209,2024-06-21,True
BAC,5.915832855239772,2024-06-21,True
WFC,3.7212154290564596,2024-06-21,True
SPGI,2.7032581370953928,2024-06-21,True
GS,2.6108215663570706,2024-06-21,True
SCHW,2.527961697338866,2024-06-21,True
AXP,2.455096648426198,2024-06-21,True
PGR,2.363966130817423,2024-06-21,True
MS,2.346512396307799,2024-06-21,True
C,2.237001870369442,2024-06-21,True
BLK,2.2135685351126804,2024-06-21,True
MMC,2.069751506665611,2024-06-21,True
CB,1.9599722725266833,2024-06-21,True
BX,1.8110458616288743,2024-06-21,True
FI,1.6281058993683033,2024-06-21,True
ICE,1.5478252193156758,2024-06-21,True
KKR,1.5230637290193065,2024-06-21,True
CME,1.4112194579019017,2024-06-21,True
MCO,1.3714533213014517,2024-06-21,True
AJG,1.3106476990971423,2024-06-21,True
AON,1.2329767005197174,2024-06-21,True
PYPL,1.2283135892538977,2024-06-21,True
USB,1.2199651386006285,2024-06-21,True
PNC,1.1975320303797674,2024-06-21,True
COIN,1.073383038850206,2024-06-21,True
APO,1.059715697013518,2024-06-21,True
COF,1.0156434885008059,2024-06-21,True
TFC,0.9609792583822407,2024-06-21,True
AFL,0.9448870212166794,2024-06-21,True
TRV,0.9340006154792776,2024-06-21,True
AIG,0.8569094834205975,2024-06-21,True
ALL,0.8466693302261163,2024-06-21,True
BK,0.8364196158806162,2024-06-21,True
AMP,0.8127698326854677,2024-06-21,True
PRU,0.8107117741882388,2024-06-21,True
FIS,0.8021160259386687,2024-06-21,True
MET,0.7725289524082527,2024-06-21,True
MSCI,0.7289291596811267,2024-06-21,True
ACGL,0.7147275118702113,2024-06-21,True
NDAQ,0.6094955219810592,2024-06-21,True
HIG,0.561432141890474,2024-06-21,True
TROW,0.5094512469077703,2024-06-21,True
WTW,0.505338259401127,2024-06-21,True
FITB,0.4840824627922639,2024-06-21,True
GPN,0.46133491400384485,2024-06-21,True
MTB,0.45860011399621187,2024-06-21,True
BRO,0.44312520238512165,2024-06-21,True
RJF,0.42230510590607867,2024-06-21,True
STT,0.38826516124700083,2024-06-21,True
HBAN,0.3613160187350638,2024-06-21,True
CBOE,0.3531747263584372,2024-06-21,True
CINF,0.3494931101265594,2024-06-21,True
PFG,0.34845870004598695,2024-06-21,True
CPAY,0.3444845739238408,2024-06-21,True
RF,0.33451300900158365,2024-06-21,True
SYF,0.3301889837749263,2024-06-21,True
NTRS,0.31784967997882374,2024-06-21,True
WRB,0.31536923380331244,2024-06-21,True
FDS,0.30693775814366003,2024-06-21,True
KEY,0.3018469159773565,2024-06-21,True
CFG,0.2971725460905901,2024-06-21,True
L,0.25557574533806315,2024-06-21,True
EG,0.24032129711051095,2024-06-21,True
JKHY,0.23175446982769068,2024-06-21,True
ERIE,0.17755429218958774,2024-06-21,True
AIZ,0.17011223004958362,2024-06-21,True
MKTX,0.14781139191370252,2024-06-21,True
BEN,0.13941548191221692,2024-06-21,True
GL,0.1327232181888803,2024-06-21,True
IVZ,0.1087646780736409,2024-06-21,True
BRK.B,,2024-06-21,True
JPM,10.681614856577609,2024-09-20,True
V,9.030041881851693,2024-09-20,True
MA,8.188960179730262,2024-09-20,True
BAC,5.4487851872213895,2024-09-20,True
WFC,3.2499768208940174,2024-09-20,True
SPGI,2.9427588306294985,2024-09-20,True
PGR,2.7299477109088106,2024-09-20,True
AXP,2.5908784852047346,2024-09-20,True
GS,2.555319068113001,2024-09-20,True
BLK,2.3545066049435777,2024-09-20,True
MS,2.193817941123831,2024-09-20,True
MMC,2.100378932088303,2024-09-20,True
SCHW,2.0172972250224017,2024-09-20,True
C,1.9930907645500433,2024-09-20,True
CB,1.9731289394463964,2024-09-20,True
BX,1.9626304797615468,2024-09-20,True
FI,1.753930009346149,2024-09-20,True
ICE,1.6707329476250536,2024-09-20,True
KKR,1.5053723561497572,2024-09-20,True
MCO,1.4850639053007237,2024-09-20,True
CME,1.4650886810687827,2024-09-20,True
AJG,1.3909035692293055,2024-09-20,True
AON,1.3437938908401847,2024-09-20,True
PNC,1.2956553454894335,2024-09-20,True
USB,1.292423449921004,2024-09-20,True
PYPL,1.2531772249501967,2024-09-20,True
AFL,1.072521854691045,2024-09-20,True
TFC,1.004410288613738,2024-09-20,True
TRV,0.9718749940140499,2024-09-20,True
COF,0.9425671662991018,2024-09-20,True
APO,0.9064274493378219,2024-09-20,True
BK,0.9061554495766053,2024-09-20,True
ALL,0.9041248855071614,2024-09-20,True
FIS,0.8159878516310229,2024-09-20,True
MSCI,0.7828135316468257,2024-09-20,True
MET,0.7800025273180902,2024-09-20,True
AMP,0.7710273729562941,2024-09-20,True
AIG,0.7589801897822283,2024-09-20,True
PRU,0.7543310250874998,2024-09-20,True
ACGL,0.7372868075889151,2024-09-20,True
NDAQ,0.6871069737996598,2024-09-20,True
COIN,0.6099003761547807,2024-09-20,True
HIG,0.6006857948900238,2024-09-20,True
WTW,0.5304093099123408,2024-09-20,True
FITB,0.5049442019460647,2024-09-20,True
MTB,0.49383523752180986,2024-09-20,True
GPN,0.4927519453628724,2024-09-20,True
BRO,0.45806372475997104,2024-09-20,True
TROW,0.4177179732077904,2024-09-20,True
STT,0.4144602247405723,2024-09-20,True
CBOE,0.4111211171763403,2024-09-20,True
CPAY,0.3884334865061885,2024-09-20,True
RJF,0.3842794815266655,2024-09-20,True
CINF,0.38295207866995246,2024-09-20,True
HBAN,0.38035073932685526,2024-09-20,True
RF,0.36694180489899847,2024-09-20,True
PFG,0.3278926673105886,2024-09-20,True
SYF,0.32481571193772296,2024-09-20,True
KEY,0.3239436977707096,2024-09-20,True
CFG,0.31784603047649485,2024-09-20,True
WRB,0.3164442535252987,2024-09-20,True
NTRS,0.31146744854891595,2024-09-20,True
FDS,0.30827000310100733,2024-09-20,True
L,0.2480661743199772,2024-09-20,True
ERIE,0.23498753017255014,2024-09-20,True
JKHY,0.234701471428407,2024-09-20,True
EG,0.2257848679171912,2024-09-20,True
AIZ,0.17772611171305394,2024-09-20,True
MKTX,0.17503110897063096,2024-09-20,True
GL,0.15461673881187804,2024-09-20,True
BEN,0.11191451937860905,2024-09-20,True
IVZ,0.1047505121779749,2024-09-20,True
BRK.B,,2024-09-20,True
JPM,10.939321853026959,2024-12-20,True
V,8.679313382348418,2024-12-20,True
MA,7.802229590660445,2024-12-20,True
BAC,5.602481121318723,2024-12-20,True
WFC,3.775481406453799,2024-12-20,True
GS,2.7973087677488087,2024-12-20,True
AXP,2.676818113884166,2024-12-20,True
SPGI,2.562648289914692,2024-12-20,True
MS,2.5301869016618173,2024-12-20,True
BLK,2.516334604876312,2024-12-20,True
PGR,2.3062104930286966,2024-12-20,True
BX,2.3015818875948764,2024-12-20,True
SCHW,2.2578655623047403,2024-12-20,True
C,2.1717276161250254,2024-12-20,True
FI,1.8199420615084498,2024-12-20,True
KKR,1.7428011390463554,2024-12-20,True
MMC,1.718397143040893,2024-12-20,True
CB,1.664429253724362,2024-12-20,True
ICE,1.4599072069950905,2024-12-20,True
PYPL,1.4271523784283715,2024-12-20,True
CME,1.363764210903102,2024-12-20,True
MCO,1.3432226234551043,2024-12-20,True
USB,1.3119362204755303,2024-12-20,True
PNC,1.2944263136140362,2024-12-20,True
APO,1.2925338588438655,2024-12-20,True
AON,1.2296353429735987,2024-12-20,True
AJG,1.1646981256969287,2024-12-20,True
COF,1.118108160032382,2024-12-20,True
COIN,1.0683054383116917,2024-12-20,True
TFC,0.9744831543016084,2024-12-20,True
BK,0.9240905316088949,2024-12-20,True
AFL,0.9057748251534917,2024-12-20,True
TRV,0.8961818813640191,2024-12-20,True
AMP,0.8479175063683123,2024-12-20,True
ALL,0.8246508578204035,2024-12-20,True
MSCI,0.7630286203374124,2024-12-20,True
MET,0.7294035716384092,2024-12-20,True
FIS,0.7259339969652225,2024-12-20,True
PRU,0.6869174433844298,2024-12-20,True
AIG,0.6854799062609269,2024-12-20,True
NDAQ,0.6750401551549078,2024-12-20,True
ACGL,0.549832339829764,2024-12-20,True
MTB,0.5231135099619606,2024-12-20,True
HIG,0.5179107486655847,2024-12-20,True
WTW,0.4963439312933492,2024-12-20,True
FITB,0.4936591721015794,2024-12-20,True
RJF,0.465718041557424,2024-12-20,True
GPN,0.45907307313807455,2024-12-20,True
STT,0.4334316450412336,2024-12-20,True
TROW,0.42243151201861284,2024-12-20,True
SYF,0.42102426959003986,2024-12-20,True
BRO,0.4127264491660203,2024-12-20,True
HBAN,0.40778110098060916,2024-12-20,True
CPAY,0.40210904609322684,2024-12-20,True
CINF,0.37728510243985547,2024-12-20,True
RF,0.3686000848659052,2024-12-20,True
CBOE,0.34224103670384404,2024-12-20,True
NTRS,0.32666550161803065,2024-12-20,True
KEY,0.3246661644298607,2024-12-20,True
CFG,0.3192412651276586,2024-12-20,True
FDS,0.3003946805129493,2024-12-20,True
WRB,0.29039003714809986,2024-12-20,True
PFG,0.28842752145003325,2024-12-20,True
L,0.23535404464116258,2024-12-20,True
JKHY,0.2098832362447956,2024-12-20,True
EG,0.1890323419015806,2024-12-20,True
AIZ,0.17718280069867348,2024-12-20,True
ERIE,0.16605482972962143,2024-12-20,True
MKTX,0.14224014151565453,2024-12-20,True
GL,0.13947666144220264,2024-12-20,True
BEN,0.11309966360856195,2024-12-20,True
IVZ,0.10693852812875665,2024-12-20,True
BRK.B,,2024-12-20,True
